            TSW       T      SW      NE       R      HW      HE       W     HNW     TNW     HSE       H
1963 10    0.00    0.00    4.84    0.00    0.00    4.84    0.00    1.61   35.48    0.00    6.45   46.77
1963 11    0.00   15.00   26.67    3.33    0.00    1.67    3.33   13.33   18.33    0.00    8.33   10.00
1963 12    8.06   25.81   25.81    0.00   12.90    3.23    1.61    0.00    3.23    1.61    8.06    9.68
1964  1    1.61   48.39    9.68    0.00    0.00   12.90    6.45    3.23    1.61    8.06    4.84    3.23
1964  2    0.00    0.00    0.00   32.76    8.62   10.34    6.90    0.00    0.00    1.72   34.48    5.17
1964  3    1.61   17.74   11.29    1.61    1.61    6.45    6.45    4.84   16.13    9.68   11.29   11.29
1964  4    1.67   11.67    6.67    8.33    0.00   16.67    0.00    5.00    8.33    8.33   15.00   18.33
1964  5    6.45    8.06    8.06    1.61    3.23    3.23    3.23    4.84   14.52   16.13    0.00   30.65
1964  6   11.67    6.67   15.00   11.67    1.67    1.67    8.33    8.33   15.00    8.33   11.67    0.00
1964  7   12.90   43.55    6.45    0.00    1.61    0.00   12.90    3.23    6.45    1.61    3.23    8.06
1964  8    9.68   43.55   16.13    0.00    1.61    0.00    3.23    4.84    8.06    3.23    0.00    9.68
1964  9    0.00   23.33   10.00    0.00    0.00    1.67   16.67    8.33   16.67    5.00    3.33   15.00
1964 10   16.13   35.48    6.45   11.29    0.00    1.61    0.00    0.00    0.00   12.90    6.45    9.68
1964 11    5.00   31.67   28.33    3.33    0.00    3.33    3.33    5.00    8.33    6.67    5.00    0.00
1964 12    8.06   17.74    3.23   14.52    4.84    3.23    9.68    1.61    0.00   24.19   12.90    0.00
1965  1    8.06    8.06    0.00   40.32    0.00    1.61    8.06    4.84    0.00   17.74   11.29    0.00
1965  2   19.64    8.93   46.43    5.36    0.00    3.57    1.79    0.00    0.00   12.50    1.79    0.00
1965  3   19.35   11.29    4.84    0.00   14.52    0.00   17.74    8.06    1.61   11.29    9.68    1.61
1965  4    1.67    5.00   20.00    1.67    0.00    1.67   16.67    0.00    1.67    1.67   41.67    8.33
1965  5    3.23    8.06    6.45    8.06    0.00    1.61    9.68    9.68   17.74   16.13    1.61   17.74
1965  6    0.00    8.33   16.67    0.00    5.00   11.67    6.67    8.33   15.00    6.67   13.33    8.33
