,Year,Month,soi3m,nino5m,CEI,category,code
2017-05-01,2017,5,0.37594568408971096,0.08203205010843485,-0.2939136339812761,Neutral,0.0
2017-06-01,2017,6,-0.1975908660315877,0.2951787478917985,0.4927696139233862,Neutral,0.0
2017-07-01,2017,7,0.25520327213963967,0.39757429538461997,0.1423710232449803,Neutral,0.0
2017-08-01,2017,8,0.35523968244762555,0.34570649688556354,-0.009533185562062008,Neutral,0.0
2017-09-01,2017,9,0.8544528232309009,0.16653399538350047,-0.6879188278474004,Neutral,0.0
2017-10-01,2017,10,0.8664365969054374,-0.0725466016493893,-0.9389831985548267,Neutral,0.0
2017-11-01,2017,11,1.0305748180379686,-0.39337021850526294,-1.4239450365432316,SOI NINA,-2.0
2017-12-01,2017,12,0.7470089709140249,-0.7013451253986034,-1.4483540963126282,NINO3.4 NINA,-1.0
2018-01-01,2018,1,0.6827435027024058,-0.9019584189853868,-1.5847019216877927,NINO3.4 NINA,-1.0
2018-02-01,2018,2,0.15421942425859095,-0.9810213397977812,-1.1352407640563722,NINO3.4 NINA,-1.0
2018-03-01,2018,3,0.7011224270459363,-1.035805716631893,-1.7369281436778294,NINO3.4 NINA,-1.0
2018-04-01,2018,4,0.6044162015362983,-0.9204038062935666,-1.5248200078298648,NINO3.4 NINA,-1.0
2018-05-01,2018,5,0.9287146827670439,-0.7172680665791736,-1.6459827493462176,NINO3.4 NINA,-1.0
2018-06-01,2018,6,0.35704137136516434,-0.4426367444352246,-0.7996781158003889,Neutral,0.0
2018-07-01,2018,7,0.24087940450089557,-0.20308318875340417,-0.44396259325429976,Neutral,0.0
2018-08-01,2018,8,-0.09998738804494176,0.00044668316843207684,0.10043407121337383,Neutral,0.0
2018-09-01,2018,9,-0.4035890595757993,0.20437068729770844,0.6079597468735077,Neutral,0.0
2018-10-01,2018,10,-0.34482903416425364,0.4477079121709491,0.7925369463352028,Neutral,0.0
2018-11-01,2018,11,-0.20864058665232854,0.63767963615686,0.8463202228091885,NINO3.4 NINO,1.0
2018-12-01,2018,12,0.5050300700239643,0.8002985849464587,0.2952685149224944,NINO3.4 NINO,1.0
2019-01-01,2019,1,0.337147900716722,0.9260267591197039,0.5888788584029818,NINO3.4 NINO,1.0
2019-02-01,2019,2,-0.010938329582975524,0.9864866397409451,0.9974249693239206,NINO3.4 NINO,1.0
2019-03-01,2019,3,-0.4541779915677283,0.9648093683317631,1.4189873598994915,NINO3.4 NINO,1.0
2019-04-01,2019,4,-0.39248184441326883,0.905216578566886,1.297698422980155,NINO3.4 NINO,1.0
2019-05-01,2019,5,-0.2593605086716929,0.8434954748818356,1.1028559835535285,NINO3.4 NINO,1.0
2019-06-01,2019,6,-0.4170668168771364,0.8319868144245998,1.2490536313017362,NINO3.4 NINO,1.0
2019-07-01,2019,7,-0.661305695738057,0.7712116280374073,1.4325173237754643,NINO3.4 NINO,1.0
2019-08-01,2019,8,-0.48729070653527345,0.5845506145939909,1.0718413211292643,NINO3.4 NINO,1.0
2019-09-01,2019,9,-0.6874350826312963,0.4172020793151175,1.1046371619464137,Neutral,0.0
2019-10-01,2019,10,-0.64273327086116,0.38385849456572446,1.0265917654268846,Neutral,0.0
2019-11-01,2019,11,-0.9198197650312347,0.38464675898060385,1.3044665240118385,Neutral,0.0
2019-12-01,2019,12,-0.6508085434781834,0.4077429063365678,1.0585514498147512,Neutral,0.0
2020-01-01,2020,1,-0.44856955628795975,0.5334710805098131,0.9820406367977728,NINO3.4 NINO,1.0
2020-02-01,2020,2,-0.13592024590793206,0.6175788935774336,0.7534991394853656,NINO3.4 NINO,1.0
2020-03-01,2020,3,0.009623340738087835,0.6171847613699935,0.6075614206319057,NINO3.4 NINO,1.0
2020-04-01,2020,4,0.03029112972515328,0.5883342837854086,0.5580431540602554,NINO3.4 NINO,1.0
2020-05-01,2020,5,0.2703310810181745,0.42019748409165236,0.14986640307347787,Neutral,0.0
2020-06-01,2020,6,0.08773347975589552,0.23132933028657554,0.14359585053068002,Neutral,0.0
2020-07-01,2020,7,0.2178497221749995,0.09724555331560791,-0.1206041688593916,Neutral,0.0
2020-08-01,2020,8,0.4660589365332945,-0.16272405071158272,-0.6287829872448772,Neutral,0.0
2020-09-01,2020,9,1.064588780890629,-0.47196018066872913,-1.5365489615593582,SOI NINA,-2.0
2020-10-01,2020,10,1.060963578572609,-0.7228647439248077,-1.7838283224974167,CEI NINA,-3.0
2020-11-01,2020,11,0.8961379015920905,-0.9940277026432854,-1.890165604235376,NINO3.4 NINA,-1.0
2020-12-01,2020,12,1.1419545369634099,-1.2145052594850236,-2.3564597964484335,CEI NINA,-3.0
2021-01-01,2021,1,1.5099802459066327,-1.315797236797016,-2.825777482703649,CEI NINA,-3.0
2021-02-01,2021,2,1.6006515527972969,-1.3522938792059285,-2.9529454320032253,CEI NINA,-3.0
2021-03-01,2021,3,1.109015046023758,-1.2439075221600264,-2.3529225681837844,CEI NINA,-3.0
2021-04-01,2021,4,0.6846074242389383,-1.0693857807057525,-1.753993204944691,NINO3.4 NINA,-1.0
2021-05-01,2021,5,0.5405270970842218,-0.8851683869484633,-1.4256954840326852,NINO3.4 NINA,-1.0
2021-06-01,2021,6,0.665009586741082,-0.6814808621436511,-1.3464904488847331,NINO3.4 NINA,-1.0
2021-07-01,2021,7,1.202286498340582,-0.5128711038009685,-1.7151576021415504,CEI NINA,-3.0
2021-08-01,2021,8,1.2300441112719789,-0.45595841304668167,-1.6860025243186605,SOI NINA,-2.0
2021-09-01,2021,9,1.3076716482123754,-0.4435826617330751,-1.7512543099454505,SOI NINA,-2.0
2021-10-01,2021,10,0.9141261035240589,-0.576247562757259,-1.4903736662813178,NINO3.4 NINA,-1.0
2021-11-01,2021,11,1.053361939258675,-0.7480892052009449,-1.80145114445962,CEI NINA,-3.0
2021-12-01,2021,12,1.2328030832832835,-0.9236356903945637,-2.156438773677847,CEI NINA,-3.0
2022-01-01,2022,1,1.0948919010064315,-1.0272924609511938,-2.1221843619576255,CEI NINA,-3.0
2022-02-01,2022,2,0.9720248633251359,-1.1039905885189505,-2.0760154518440865,NINO3.4 NINA,-1.0
2022-03-01,2022,3,1.0819094331492587,-1.1091143072156673,-2.191023740364926,CEI NINA,-3.0
2022-04-01,2022,4,1.6603319756774355,-1.1426943712895286,-2.803026346966964,CEI NINA,-3.0
2022-05-01,2022,5,2.1557468727396136,-1.1358364708800803,-3.2915833436196937,CEI NINA,-3.0
2022-06-01,2022,6,2.520488731288834,-1.0551181947964383,-3.5756069260852725,CEI NINA,-3.0
2022-07-01,2022,7,2.181858040123668,-0.9834649594839083,-3.1653229996075765,CEI NINA,-3.0
2022-08-01,2022,8,1.836741793782162,-0.9904016863348446,-2.8271434801170066,CEI NINA,-3.0
2022-09-01,2022,9,1.510498057421385,-1.006403453956893,-2.5169015113782782,CEI NINA,-3.0
2022-10-01,2022,10,1.8016899316484054,-0.9948159670581657,-2.796505898706571,CEI NINA,-3.0
2022-11-01,2022,11,1.5016556904443743,-1.0460531540253195,-2.547708844469694,CEI NINA,-3.0
2022-12-01,2022,12,1.5734436707351773,-1.1009951837424063,-2.6744388544775837,CEI NINA,-3.0
2023-01-01,2023,1,1.3000522141608324,-1.046210806908298,-2.3462630210691304,CEI NINA,-3.0
2023-02-01,2023,2,1.5211834590513398,-0.9219015086818331,-2.443084967733173,CEI NINA,-3.0
