,Auckland,Masterton,Wellington,Nelson,Hokitika,Lincoln,Dunedin
1973-10-01,0.55,0.81,0.3,0.32,-0.44,1.7,0.83
1973-11-01,0.6,0.73,0.55,0.5,-0.53,1.43,0.61
1973-12-01,0.42,0.72,1.34,0.35,0.6,0.44,1.97
1974-01-01,-0.06,-1.3,-0.71,-0.27,-0.26,-1.66,0.33
1974-02-01,1.71,1.35,1.11,0.44,1.58,0.84,0.58
1974-03-01,-0.71,-2.58,-1.86,-0.97,0.01,-2.16,-0.23
1974-04-01,0.36,-0.72,-0.53,-0.56,1.84,-0.89,-0.38
1974-05-01,0.49,-0.2,-0.13,-0.03,0.69,-1.01,0.94
1974-06-01,-0.15,-0.92,-0.4,0.01,0.59,-0.76,-0.16
1974-07-01,0.88,0.28,0.16,-0.85,-0.14,0.49,0.33
1974-08-01,0.76,-1.11,-0.56,-0.8,0.71,-2.07,-1.05
1974-09-01,0.96,-0.6,-0.09,-0.0,1.36,-1.26,-0.13
1974-10-01,1.05,-0.49,-0.1,-0.48,0.86,-1.4,-1.07
1974-11-01,1.3,1.43,1.35,0.6,1.97,1.03,1.21
1974-12-01,1.72,2.42,2.24,1.45,2.3,1.84,1.57
1975-01-01,1.74,0.3,2.19,1.33,2.84,0.84,0.63
1975-02-01,0.21,0.55,0.81,0.04,0.38,0.34,-0.02
1975-03-01,0.59,1.02,1.04,-0.17,1.51,0.44,1.27
1975-04-01,0.26,1.48,1.47,0.44,0.14,1.61,1.32
1975-05-01,0.89,0.3,0.67,-0.53,0.29,0.59,0.24
1975-06-01,-0.85,-1.32,-0.8,-0.69,-0.21,-0.86,-0.96
1975-07-01,-0.52,-0.22,-0.24,-0.35,-0.94,0.19,0.33
1975-08-01,0.26,0.09,0.04,-0.7,-0.49,-0.37,0.05
1975-09-01,-0.34,-0.4,-0.49,0.4,0.16,0.04,0.47
1975-10-01,0.35,-0.19,-0.1,0.12,1.06,-0.7,-0.37
1975-11-01,-0.2,-1.77,-1.25,-1.2,0.17,-0.87,-0.09
1975-12-01,-1.18,-0.88,-1.06,-0.25,-1.4,-0.36,-0.63
1976-01-01,-1.16,-2.3,-1.51,-1.57,-1.16,-2.26,-1.17
1976-02-01,-2.89,-4.25,-3.69,-2.46,-1.72,-2.96,-0.92
1976-03-01,-0.21,0.12,-0.06,-0.47,0.41,0.24,1.27
1976-04-01,-0.4,-0.72,-0.34,-0.16,0.84,-0.69,1.02
1976-05-01,-1.27,-0.1,-0.33,-0.73,-0.71,-0.41,0.94
1976-06-01,-1.41,-1.12,-1.3,-0.99,-0.61,-1.46,-0.46
1976-07-01,-0.68,-0.12,-0.24,-0.55,-0.94,-0.11,0.63
1976-08-01,0.5,-0.81,0.04,-0.9,0.31,-1.47,-0.85
1976-09-01,-0.6,-1.8,-1.09,-0.9,1.16,-3.06,-1.83
1976-10-01,-0.61,-1.39,-0.6,-1.48,-0.14,-2.6,-1.77
