,year,month,day,RMM1,RMM2,phase,lon,amplitude,amplitude**2
1984-10-07,1984,10,7,1.1257,-0.0244,4,133.8,1.126,1.2678
1984-10-08,1984,10,8,1.1091,-0.1665,4,126.5,1.1215,1.2578
1984-10-09,1984,10,9,1.1763,0.0517,5,137.5,1.1775,1.3865
1984-10-10,1984,10,10,1.3807,0.4625,5,153.5,1.4561,2.1202
1984-10-11,1984,10,11,1.146,0.7349,5,167.7,1.3614,1.8535
1984-10-12,1984,10,12,0.9479,0.7507,5,173.4,1.2091,1.4619
1984-10-13,1984,10,13,0.7094,0.7469,6,181.5,1.0301,1.0612
1984-10-14,1984,10,14,0.4481,0.9455,6,199.6,1.0463,1.0948
1984-10-15,1984,10,15,0.169,1.1305,6,216.5,1.143,1.3065
1984-10-16,1984,10,16,0.1968,1.2595,6,216.1,1.2748,1.6251
1984-10-17,1984,10,17,0.3407,1.1076,6,207.9,1.1588,1.3428
1984-10-18,1984,10,18,0.3448,0.9766,6,205.6,1.0357,1.0726
1984-10-19,1984,10,19,0.1234,1.2215,6,219.2,1.2277,1.5074
1984-10-20,1984,10,20,-0.094,1.1716,7,229.6,1.1754,1.3815
1984-10-21,1984,10,21,-0.0796,1.2364,7,228.7,1.239,1.5351
1984-10-22,1984,10,22,-0.0977,1.1318,7,229.9,1.136,1.2904
1984-10-23,1984,10,23,-0.2544,1.399,7,235.3,1.422,2.022
1984-10-24,1984,10,24,-0.4325,1.3907,7,242.3,1.4564,2.1212
1984-10-25,1984,10,25,-0.2682,1.5298,7,234.9,1.5531,2.4123
1984-10-26,1984,10,26,-0.2263,1.4471,7,233.9,1.4647,2.1453
1984-10-27,1984,10,27,-0.6076,1.1021,7,253.9,1.2585,1.5837
1984-10-28,1984,10,28,-0.9746,0.8629,8,273.5,1.3018,1.6946
1984-10-29,1984,10,29,-1.1219,0.8041,8,279.4,1.3803,1.9052
1984-10-30,1984,10,30,-1.3832,0.668,8,289.2,1.536,2.3594
1984-10-31,1984,10,31,-1.7602,0.3421,8,304.0,1.7932,3.2154
1984-11-01,1984,11,1,-1.9388,0.095,8,312.2,1.9412,3.7681
1984-11-02,1984,11,2,-2.1234,0.0646,8,313.3,2.1244,4.513
1984-11-03,1984,11,3,-1.8682,-0.2711,1,323.3,1.8878,3.5638
1984-11-04,1984,11,4,-1.7525,-0.4694,1,330.0,1.8142,3.2915
1984-11-05,1984,11,5,-1.7603,-0.6573,1,335.5,1.879,3.5306
1984-11-06,1984,11,6,-1.8457,-0.7134,1,336.1,1.9788,3.9156
1984-11-07,1984,11,7,-1.8836,-0.7262,1,336.1,2.0187,4.0752
1984-11-08,1984,11,8,-1.7251,-0.7952,1,339.7,1.8996,3.6084
1984-11-09,1984,11,9,-1.7889,-0.9458,1,342.9,2.0236,4.0948
1984-11-10,1984,11,10,-1.8453,-1.147,1,346.9,2.1727,4.7207
1984-11-11,1984,11,11,-1.8664,-1.4447,1,352.7,2.3602,5.5706
1984-11-12,1984,11,12,-1.576,-1.7277,2,2.6,2.3385,5.4687
1984-11-13,1984,11,13,-1.0736,-1.8056,2,14.3,2.1007,4.4128
1984-11-14,1984,11,14,-0.5011,-1.761,2,29.1,1.8309,3.3524
1984-11-15,1984,11,15,-0.179,-1.6352,2,38.8,1.6449,2.7058
1984-11-16,1984,11,16,0.0134,-1.5781,3,45.5,1.5782,2.4906
1984-11-17,1984,11,17,0.1401,-1.4904,3,50.4,1.497,2.241
1984-11-18,1984,11,18,0.3438,-1.3481,3,59.3,1.3913,1.9356
1984-11-19,1984,11,19,0.3912,-1.1854,3,63.3,1.2483,1.5582
1984-11-20,1984,11,20,0.4942,-1.0892,3,69.4,1.1961,1.4306
1984-11-21,1984,11,21,0.4464,-1.0868,3,67.3,1.1749,1.3804
1984-11-22,1984,11,22,0.4792,-1.0586,3,69.4,1.162,1.3503
1984-11-23,1984,11,23,0.2118,-1.1349,3,55.6,1.1545,1.3329
1984-11-24,1984,11,24,0.0428,-1.0173,3,47.4,1.0182,1.0366
1984-11-25,1984,11,25,-0.39,-0.989,2,23.5,1.0631,1.1302
1984-11-26,1984,11,26,-0.7305,-1.0992,2,11.4,1.3198,1.7419
1984-11-27,1984,11,27,-0.753,-1.3205,2,15.3,1.52,2.3105
1984-11-28,1984,11,28,-0.3716,-1.7378,2,32.9,1.7771,3.1581
1984-11-29,1984,11,29,0.2046,-1.8489,3,51.3,1.8602,3.4603
1984-11-30,1984,11,30,0.4047,-1.6939,3,58.4,1.7416,3.0332
1984-12-01,1984,12,1,0.4558,-1.5885,3,61.0,1.6526,2.7311
1984-12-02,1984,12,2,0.5918,-1.3841,3,68.1,1.5054,2.2661
1984-12-03,1984,12,3,0.8408,-1.1154,3,82.0,1.3968,1.9511
1984-12-04,1984,12,4,0.9899,-1.0225,3,89.1,1.4231,2.0253
1984-12-05,1984,12,5,0.9742,-1.0641,3,87.5,1.4427,2.0814
1984-12-06,1984,12,6,0.9841,-0.8023,4,95.8,1.2697,1.6122
1984-12-07,1984,12,7,1.0372,-0.3611,4,115.8,1.0983,1.2063
1984-12-08,1984,12,8,1.3067,-0.1012,4,130.6,1.3106,1.7177
1984-12-09,1984,12,9,1.4703,-0.2688,4,124.6,1.4946,2.2339
1984-12-10,1984,12,10,1.319,-0.4473,4,116.3,1.3928,1.9399
1984-12-11,1984,12,11,1.0868,-0.3915,4,115.2,1.1552,1.3344
1984-12-12,1984,12,12,0.9243,-0.2831,4,118.0,0.9667,0.9345
1984-12-13,1984,12,13,0.8595,-0.2855,4,116.6,0.9057,0.8202
1984-12-14,1984,12,14,0.6611,-0.1554,4,121.8,0.6792,0.4613
1984-12-15,1984,12,15,0.5522,-0.0182,4,133.1,0.5525,0.3052
1984-12-16,1984,12,16,0.3811,0.2785,5,171.2,0.472,0.2228
1984-12-17,1984,12,17,0.179,0.3823,6,199.9,0.4221,0.1782
1984-12-18,1984,12,18,-0.0267,0.6245,7,227.4,0.6251,0.3907
1984-12-19,1984,12,19,-0.3663,0.5793,7,257.3,0.6854,0.4698
1984-12-20,1984,12,20,-0.6044,0.5854,8,270.9,0.8414,0.708
1984-12-21,1984,12,21,-0.4474,0.3893,8,274.0,0.5931,0.3517
1984-12-22,1984,12,22,-0.2442,0.1843,8,278.0,0.3059,0.0936
1984-12-23,1984,12,23,-0.1099,0.0244,8,302.5,0.1126,0.0127
1984-12-24,1984,12,24,0.1597,0.1869,6,184.5,0.2458,0.0604
1984-12-25,1984,12,25,0.2902,0.3837,6,187.9,0.4811,0.2314
1984-12-26,1984,12,26,0.4936,0.5698,6,184.1,0.7539,0.5683
1984-12-27,1984,12,27,0.5971,0.8617,6,190.3,1.0484,1.0992
1984-12-28,1984,12,28,0.5492,1.0695,6,197.8,1.2022,1.4454
1984-12-29,1984,12,29,0.3107,1.1443,6,209.8,1.1857,1.4059
1984-12-30,1984,12,30,0.1001,1.4008,6,220.9,1.4043,1.9722
1984-12-31,1984,12,31,-0.0245,1.3658,7,226.0,1.366,1.866
1985-01-01,1985,1,1,0.0838,1.1629,6,220.9,1.1659,1.3594
1985-01-02,1985,1,2,-0.1911,1.1679,7,234.3,1.1834,1.4005
1985-01-03,1985,1,3,-0.316,1.0446,7,241.8,1.0913,1.191
1985-01-04,1985,1,4,-0.2063,1.1473,7,235.2,1.1657,1.3589
1985-01-05,1985,1,5,-0.4378,1.46,7,241.7,1.5242,2.3231
1985-01-06,1985,1,6,-0.3827,1.5414,7,238.9,1.5882,2.5223
1985-01-07,1985,1,7,-0.5348,1.4043,7,245.8,1.5027,2.2581
1985-01-08,1985,1,8,-0.7214,1.2002,7,256.0,1.4004,1.961
1985-01-09,1985,1,9,-0.9507,1.2109,7,263.1,1.5395,2.3702
1985-01-10,1985,1,10,-1.2392,1.4368,7,265.8,1.8973,3.5999
1985-01-11,1985,1,11,-1.1977,1.5898,7,262.0,1.9904,3.9617
1985-01-12,1985,1,12,-1.5064,1.5253,7,269.6,2.1438,4.5959
1985-01-13,1985,1,13,-1.7332,1.3541,8,277.0,2.1994,4.8374
1985-01-14,1985,1,14,-1.888,1.0114,8,286.8,2.1418,4.5874
1985-01-15,1985,1,15,-1.7029,0.5658,8,296.6,1.7944,3.22
1985-01-16,1985,1,16,-1.4411,0.2536,8,305.0,1.4632,2.141
1985-01-17,1985,1,17,-1.1809,0.1351,8,308.5,1.1886,1.4127
1985-01-18,1985,1,18,-1.15,0.183,8,306.0,1.1645,1.356
1985-01-19,1985,1,19,-1.2757,0.4376,8,296.1,1.3487,1.8189
1985-01-20,1985,1,20,-1.7577,0.5586,8,297.4,1.8444,3.4017
1985-01-21,1985,1,21,-2.3566,0.17,8,310.9,2.3628,5.5827
1985-01-22,1985,1,22,-2.6246,0.0341,8,314.3,2.6248,6.8894
1985-01-23,1985,1,23,-2.4284,-0.2685,1,321.3,2.4432,5.9694
1985-01-24,1985,1,24,-2.1416,-0.6065,1,330.8,2.2258,4.9542
1985-01-25,1985,1,25,-1.943,-1.1337,1,345.3,2.2496,5.0605
1985-01-26,1985,1,26,-1.8048,-1.5798,1,356.2,2.3986,5.7532
1985-01-27,1985,1,27,-1.7168,-1.8228,2,1.7,2.504,6.27
1985-01-28,1985,1,28,-1.5961,-2.1964,2,9.0,2.7151,7.3718
1985-01-29,1985,1,29,-1.4024,-2.2555,2,13.1,2.6559,7.054
1985-01-30,1985,1,30,-1.2931,-2.3757,2,16.4,2.7048,7.3159
1985-01-31,1985,1,31,-1.0801,-2.8359,2,24.2,3.0346,9.2089
1985-02-01,1985,2,1,-1.2173,-3.1184,2,23.7,3.3476,11.2063
1985-02-02,1985,2,2,-0.9091,-3.3416,2,29.8,3.4631,11.9931
1985-02-03,1985,2,3,-0.3924,-3.468,2,38.5,3.4901,12.1811
1985-02-04,1985,2,4,0.0717,-3.2416,3,46.3,3.2424,10.5131
1985-02-05,1985,2,5,0.3248,-3.2513,3,50.7,3.2675,10.6766
1985-02-06,1985,2,6,0.3816,-3.1309,3,51.9,3.1541,9.9481
1985-02-07,1985,2,7,0.4433,-2.9889,3,53.4,3.0216,9.13
1985-02-08,1985,2,8,0.87,-2.9544,3,61.4,3.0798,9.4853
1985-02-09,1985,2,9,1.4184,-2.9884,3,70.4,3.3079,10.9422
1985-02-10,1985,2,10,1.6973,-3.0392,3,74.2,3.481,12.1174
1985-02-11,1985,2,11,1.7429,-2.9193,3,75.8,3.4,11.56
1985-02-12,1985,2,12,2.0025,-2.8009,3,80.6,3.4431,11.855
1985-02-13,1985,2,13,2.398,-2.4471,3,89.4,3.4262,11.7391
1985-02-14,1985,2,14,2.7549,-1.7253,4,102.9,3.2506,10.5663
1985-02-15,1985,2,15,2.908,-1.0871,4,114.5,3.1046,9.6383
1985-02-16,1985,2,16,3.0577,-0.5859,4,124.2,3.1133,9.6927
1985-02-17,1985,2,17,2.9819,-0.289,4,129.5,2.9958,8.975
1985-02-18,1985,2,18,3.1398,0.1683,5,138.1,3.1443,9.8864
1985-02-19,1985,2,19,3.1739,0.5235,5,144.4,3.2168,10.3477
1985-02-20,1985,2,20,2.8547,0.9004,5,152.5,2.9934,8.9602
1985-02-21,1985,2,21,2.3211,1.2578,5,163.5,2.64,6.9695
1985-02-22,1985,2,22,1.6033,1.3983,5,176.1,2.1273,4.5255
1985-02-23,1985,2,23,1.0202,1.2,6,184.6,1.5751,2.4808
1985-02-24,1985,2,24,0.3087,1.052,6,208.6,1.0963,1.202
1985-02-25,1985,2,25,-0.144,1.0611,7,232.7,1.0708,1.1466
1985-02-26,1985,2,26,-0.0138,1.1055,7,225.7,1.1056,1.2223
1985-02-27,1985,2,27,0.1196,1.1434,6,219.0,1.1496,1.3216
1985-02-28,1985,2,28,0.4145,1.2551,6,206.7,1.3218,1.747
1985-03-01,1985,3,1,0.9549,1.2509,6,187.6,1.5737,2.4765
1985-03-02,1985,3,2,1.4288,1.3823,5,179.1,1.988,3.9522
1985-03-03,1985,3,3,1.622,1.5326,5,178.4,2.2315,4.9797
1985-03-04,1985,3,4,1.5251,1.8051,6,184.8,2.3632,5.5845
1985-03-05,1985,3,5,1.414,2.0456,6,190.3,2.4867,6.1839
1985-03-06,1985,3,6,1.2224,2.3141,6,197.2,2.6172,6.8495
1985-03-07,1985,3,7,0.796,2.4654,6,207.1,2.5907,6.7119
1985-03-08,1985,3,8,0.1361,2.5894,6,222.0,2.593,6.7236
1985-03-09,1985,3,9,-0.2795,2.5431,7,231.3,2.5585,6.5457
1985-03-10,1985,3,10,-0.7269,2.1407,7,243.8,2.2607,5.1108
1985-03-11,1985,3,11,-1.0456,1.7459,7,255.9,2.0351,4.1416
1985-03-12,1985,3,12,-1.2211,1.6465,7,261.6,2.0499,4.2022
1985-03-13,1985,3,13,-1.2353,1.3588,7,267.3,1.8364,3.3724
1985-03-14,1985,3,14,-1.3464,1.0045,8,278.3,1.6798,2.8218
1985-03-15,1985,3,15,-1.51,0.4847,8,297.2,1.5859,2.5152
1985-03-16,1985,3,16,-1.4722,0.342,8,301.9,1.5114,2.2843
1985-03-17,1985,3,17,-1.2318,0.2666,8,302.8,1.2603,1.5884
1985-03-18,1985,3,18,-1.1486,0.2806,8,301.3,1.1824,1.398
1985-03-19,1985,3,19,-1.1254,0.4377,8,293.7,1.2075,1.458
1985-03-20,1985,3,20,-0.9104,0.3098,8,296.2,0.9616,0.9248
1985-03-21,1985,3,21,-0.6569,0.147,8,302.4,0.6731,0.4531
1985-03-22,1985,3,22,-0.4373,0.1471,8,296.4,0.4614,0.2129
1985-03-23,1985,3,23,-0.1189,0.4369,7,240.2,0.4527,0.205
1985-03-24,1985,3,24,0.0894,0.8558,6,219.0,0.8604,0.7404
1985-03-25,1985,3,25,-0.0865,1.1268,7,229.4,1.1301,1.2772
1985-03-26,1985,3,26,-0.3511,0.9753,7,244.8,1.0366,1.0745
1985-03-27,1985,3,27,-0.4714,0.8878,7,253.0,1.0052,1.0104
1985-03-28,1985,3,28,-0.7213,0.6375,8,273.5,0.9626,0.9267
1985-03-29,1985,3,29,-0.7908,0.2549,8,297.1,0.8308,0.6903
1985-03-30,1985,3,30,-0.7159,-0.2584,1,334.8,0.7611,0.5793
1985-03-31,1985,3,31,-0.7506,-0.6903,1,357.6,1.0198,1.04
1985-04-01,1985,4,1,-0.5348,-0.699,2,7.6,0.8801,0.7746
1985-04-02,1985,4,2,-0.2546,-0.6643,2,24.0,0.7114,0.5061
1985-04-03,1985,4,3,-0.1409,-0.7452,2,34.3,0.7584,0.5752
1985-04-04,1985,4,4,-0.0549,-1.0243,2,41.9,1.0258,1.0522
1985-04-05,1985,4,5,-0.1941,-1.0756,2,34.8,1.093,1.1946
1985-04-06,1985,4,6,0.1469,-1.0537,3,52.9,1.0639,1.1319
1985-04-07,1985,4,7,0.5953,-0.7335,3,84.1,0.9447,0.8924
1985-04-08,1985,4,8,0.8481,-0.7008,4,95.4,1.1002,1.2103
1985-04-09,1985,4,9,0.8071,-0.8109,3,89.9,1.1441,1.3089
1985-04-10,1985,4,10,0.8854,-0.7782,4,93.7,1.1788,1.3895
1985-04-11,1985,4,11,1.0866,-0.8627,4,96.6,1.3874,1.9249
1985-04-12,1985,4,12,1.3093,-0.7982,4,103.6,1.5335,2.3515
1985-04-13,1985,4,13,1.6442,-0.9414,4,105.2,1.8946,3.5896
1985-04-14,1985,4,14,1.8208,-0.8369,4,110.3,2.0039,4.0158
1985-04-15,1985,4,15,1.7202,-0.6236,4,115.1,1.8297,3.3478
1985-04-16,1985,4,16,1.7802,-0.2384,4,127.4,1.7961,3.2259
1985-04-17,1985,4,17,1.8017,0.1977,5,141.3,1.8126,3.2854
1985-04-18,1985,4,18,1.7654,0.1424,5,139.6,1.7711,3.1368
1985-04-19,1985,4,19,1.4028,0.3329,5,148.4,1.4417,2.0786
1985-04-20,1985,4,20,0.833,0.7274,5,176.1,1.1059,1.223
1985-04-21,1985,4,21,0.5759,1.2815,6,200.8,1.405,1.9739
1985-04-22,1985,4,22,0.3539,1.4101,6,210.9,1.4538,2.1136
1985-04-23,1985,4,23,-0.0563,1.3047,7,227.5,1.3059,1.7053
1985-04-24,1985,4,24,-0.5622,1.073,7,252.7,1.2114,1.4674
1985-04-25,1985,4,25,-0.7177,0.9048,7,263.4,1.1549,1.3337
1985-04-26,1985,4,26,-0.6106,0.873,7,260.0,1.0654,1.135
1985-04-27,1985,4,27,-0.6025,0.8228,7,261.2,1.0198,1.04
1985-04-28,1985,4,28,-0.7414,0.8061,7,267.6,1.0952,1.1995
1985-04-29,1985,4,29,-0.439,0.9127,7,250.7,1.0128,1.0258
1985-04-30,1985,4,30,-0.2423,0.9474,7,239.3,0.9779,0.9564
1985-05-01,1985,5,1,-0.083,1.006,7,229.7,1.0095,1.019
1985-05-02,1985,5,2,-0.0196,1.077,7,226.0,1.0772,1.1603
1985-05-03,1985,5,3,-0.1398,1.1729,7,231.8,1.1812,1.3952
1985-05-04,1985,5,4,-0.3474,1.2542,7,240.5,1.3014,1.6937
1985-05-05,1985,5,5,-0.5959,0.9427,7,257.3,1.1153,1.2439
1985-05-06,1985,5,6,-0.695,0.6112,8,273.7,0.9255,0.8566
1985-05-07,1985,5,7,-0.9117,0.2817,8,297.8,0.9543,0.9106
1985-05-08,1985,5,8,-0.8982,-0.0063,1,315.4,0.8982,0.8068
1985-05-09,1985,5,9,-0.7164,-0.1608,1,327.7,0.7343,0.5392
1985-05-10,1985,5,10,-0.7933,-0.3108,1,336.4,0.852,0.7258
1985-05-11,1985,5,11,-0.8638,-0.3541,1,337.3,0.9335,0.8715
1985-05-12,1985,5,12,-0.7149,-0.343,1,340.6,0.7929,0.6287
1985-05-13,1985,5,13,-0.2559,-0.4483,2,15.3,0.5162,0.2665
1985-05-14,1985,5,14,-0.0257,-0.5523,2,42.3,0.5529,0.3057
1985-05-15,1985,5,15,-0.0679,-0.7309,2,39.7,0.7341,0.5389
1985-05-16,1985,5,16,-0.1909,-1.0163,2,34.4,1.0341,1.0694
1985-05-17,1985,5,17,-0.2139,-1.205,2,34.9,1.2238,1.4978
1985-05-18,1985,5,18,-0.1762,-1.2046,2,36.7,1.2174,1.4821
1985-05-19,1985,5,19,-0.0111,-1.1839,2,44.5,1.184,1.4018
1985-05-20,1985,5,20,0.2926,-1.2436,3,58.2,1.2776,1.6323
1985-05-21,1985,5,21,0.3053,-1.2505,3,58.7,1.2872,1.6569
1985-05-22,1985,5,22,0.4627,-1.2779,3,64.9,1.3591,1.8471
1985-05-23,1985,5,23,0.6729,-1.1503,3,75.3,1.3327,1.776
1985-05-24,1985,5,24,0.7781,-0.9332,3,84.8,1.215,1.4763
1985-05-25,1985,5,25,0.8775,-0.6339,4,99.2,1.0825,1.1719
1985-05-26,1985,5,26,1.052,-0.2722,4,120.5,1.0867,1.1809
1985-05-27,1985,5,27,1.2155,-0.0161,4,134.2,1.2156,1.4777
1985-05-28,1985,5,28,1.1839,0.1102,5,140.3,1.189,1.4137
1985-05-29,1985,5,29,1.117,0.1467,5,142.5,1.1265,1.2691
1985-05-30,1985,5,30,1.0339,0.3497,5,153.7,1.0915,1.1913
1985-05-31,1985,5,31,0.9125,0.6218,5,169.3,1.1043,1.2194
1985-06-01,1985,6,1,0.9674,0.4293,5,158.9,1.0583,1.1201
1985-06-02,1985,6,2,0.6884,0.2303,5,153.5,0.7259,0.527
1985-06-03,1985,6,3,0.4665,0.2821,5,166.2,0.5452,0.2972
1985-06-04,1985,6,4,0.2037,0.0894,5,158.7,0.2225,0.0495
1985-06-05,1985,6,5,-0.1115,-0.2023,2,16.1,0.231,0.0534
1985-06-06,1985,6,6,-0.3149,-0.1089,1,334.1,0.3332,0.111
1985-06-07,1985,6,7,-0.0159,-0.2481,2,41.3,0.2486,0.0618
1985-06-08,1985,6,8,0.2455,-0.2464,3,89.9,0.3478,0.121
1985-06-09,1985,6,9,0.3032,-0.3675,3,84.5,0.4764,0.227
1985-06-10,1985,6,10,0.6735,-0.5707,4,94.7,0.8828,0.7793
1985-06-11,1985,6,11,1.0123,-0.7477,4,98.6,1.2585,1.5838
1985-06-12,1985,6,12,1.1815,-0.5784,4,108.9,1.3155,1.7306
1985-06-13,1985,6,13,1.2228,-0.4736,4,113.8,1.3113,1.7194
1985-06-14,1985,6,14,1.4423,-0.2007,4,127.1,1.4562,2.1205
1985-06-15,1985,6,15,1.6803,-0.1236,4,130.8,1.6849,2.8388
1985-06-16,1985,6,16,1.9678,0.1804,5,140.2,1.976,3.9047
1985-06-17,1985,6,17,2.1569,0.1262,5,138.3,2.1606,4.6681
1985-06-18,1985,6,18,2.282,0.1256,5,138.2,2.2855,5.2235
1985-06-19,1985,6,19,2.4669,0.228,5,140.3,2.4774,6.1375
1985-06-20,1985,6,20,2.2814,0.5037,5,147.5,2.3363,5.4583
1985-06-21,1985,6,21,1.9676,1.1755,5,165.9,2.292,5.2531
1985-06-22,1985,6,22,1.7909,1.378,5,172.6,2.2597,5.1061
1985-06-23,1985,6,23,1.5906,1.4723,5,177.8,2.1674,4.6975
1985-06-24,1985,6,24,1.2341,1.4167,6,183.9,1.8788,3.53
1985-06-25,1985,6,25,0.85,1.5624,6,196.5,1.7787,3.1636
1985-06-26,1985,6,26,0.2758,1.5424,6,214.9,1.5669,2.4552
1985-06-27,1985,6,27,-0.1663,1.2825,7,232.4,1.2933,1.6726
1985-06-28,1985,6,28,-0.4981,1.0974,7,249.4,1.2052,1.4524
1985-06-29,1985,6,29,-0.7098,0.6438,8,272.8,0.9583,0.9183
1985-06-30,1985,6,30,-0.6847,0.4479,8,281.8,0.8182,0.6694
1985-07-01,1985,7,1,-0.5747,0.5682,8,270.3,0.8081,0.6531
1985-07-02,1985,7,2,-0.4183,0.22,8,287.3,0.4727,0.2234
1985-07-03,1985,7,3,-0.3843,-0.0533,1,322.9,0.388,0.1505
1985-07-04,1985,7,4,-0.5268,-0.1021,1,326.0,0.5366,0.288
1985-07-05,1985,7,5,-0.4176,-0.222,1,343.0,0.473,0.2237
1985-07-06,1985,7,6,-0.5355,-0.2866,1,343.2,0.6074,0.3689
1985-07-07,1985,7,7,-0.458,-0.2335,1,342.0,0.5141,0.2643
1985-07-08,1985,7,8,-0.4211,-0.2814,1,348.8,0.5065,0.2565
1985-07-09,1985,7,9,-0.1823,-0.3652,2,18.5,0.4081,0.1666
1985-07-10,1985,7,10,-0.0872,-0.2179,2,23.2,0.2347,0.0551
1985-07-11,1985,7,11,-0.3022,-0.0125,1,317.4,0.3025,0.0915
1985-07-12,1985,7,12,-0.3721,0.2442,8,281.7,0.4451,0.1981
1985-07-13,1985,7,13,-0.308,0.2768,8,273.0,0.4141,0.1715
1985-07-14,1985,7,14,-0.4546,0.1434,8,297.5,0.4766,0.2272
1985-07-15,1985,7,15,-0.6465,-0.1232,1,325.8,0.6581,0.4331
1985-07-16,1985,7,16,-0.9879,-0.2732,1,330.5,1.025,1.0507
1985-07-17,1985,7,17,-1.0749,-0.1416,1,322.5,1.0842,1.1754
1985-07-18,1985,7,18,-1.3787,-0.2872,1,326.8,1.4083,1.9833
1985-07-19,1985,7,19,-1.5017,-0.3772,1,329.1,1.5483,2.3974
1985-07-20,1985,7,20,-1.521,-0.5386,1,334.5,1.6135,2.6035
1985-07-21,1985,7,21,-1.4056,-0.4904,1,334.2,1.4886,2.2161
1985-07-22,1985,7,22,-1.2357,-0.3567,1,331.1,1.2861,1.6541
1985-07-23,1985,7,23,-0.8785,0.0822,8,309.7,0.8824,0.7785
1985-07-24,1985,7,24,-0.5725,0.3168,8,286.0,0.6544,0.4282
1985-07-25,1985,7,25,-0.4171,0.43,7,269.1,0.5991,0.3589
1985-07-26,1985,7,26,-0.3598,0.3773,7,268.6,0.5214,0.2719
1985-07-27,1985,7,27,-0.5382,0.244,8,290.6,0.591,0.3492
1985-07-28,1985,7,28,-0.7598,0.1895,8,301.0,0.7831,0.6132
1985-07-29,1985,7,29,-0.6547,0.2029,8,297.8,0.6855,0.4699
1985-07-30,1985,7,30,-0.4162,0.1646,8,293.4,0.4476,0.2003
1985-07-31,1985,7,31,-0.2296,0.2313,7,269.8,0.3259,0.1062
1985-08-01,1985,8,1,-0.2289,0.2017,8,273.6,0.3051,0.0931
1985-08-02,1985,8,2,-0.2806,0.0768,8,299.7,0.2909,0.0846
1985-08-03,1985,8,3,-0.5018,-0.2125,1,337.9,0.5449,0.297
1985-08-04,1985,8,4,-0.6335,-0.2883,1,339.5,0.6961,0.4845
1985-08-05,1985,8,5,-0.4693,-0.1131,1,328.5,0.4827,0.233
1985-08-06,1985,8,6,-0.423,-0.0343,1,319.6,0.4243,0.1801
1985-08-07,1985,8,7,-0.3268,-0.1679,1,342.2,0.3674,0.135
1985-08-08,1985,8,8,-0.3567,-0.5979,2,14.2,0.6963,0.4848
1985-08-09,1985,8,9,-0.2627,-0.7064,2,24.6,0.7537,0.568
1985-08-10,1985,8,10,0.1837,-0.5579,3,63.2,0.5873,0.345
1985-08-11,1985,8,11,0.2989,-0.6533,3,69.6,0.7184,0.5161
1985-08-12,1985,8,12,0.3347,-0.4557,3,81.3,0.5655,0.3197
1985-08-13,1985,8,13,0.2746,-0.3272,3,85.0,0.4271,0.1824
1985-08-14,1985,8,14,0.3132,-0.32,3,89.4,0.4478,0.2005
1985-08-15,1985,8,15,0.2881,-0.3974,3,80.9,0.4909,0.241
1985-08-16,1985,8,16,0.0646,-0.5344,3,51.9,0.5383,0.2898
1985-08-17,1985,8,17,0.002,-0.4832,3,45.2,0.4832,0.2335
1985-08-18,1985,8,18,-0.2061,-0.6224,2,26.7,0.6556,0.4299
1985-08-19,1985,8,19,-0.0807,-0.7005,2,38.4,0.7051,0.4972
1985-08-20,1985,8,20,0.034,-0.3186,3,51.1,0.3204,0.1027
1985-08-21,1985,8,21,0.2107,-0.0725,4,116.0,0.2228,0.0496
1985-08-22,1985,8,22,0.2065,-0.0992,4,109.3,0.2291,0.0525
1985-08-23,1985,8,23,0.0054,-0.217,3,46.4,0.2171,0.0471
1985-08-24,1985,8,24,-0.1524,-0.4249,2,25.3,0.4514,0.2037
1985-08-25,1985,8,25,-0.1059,-0.6246,2,35.4,0.6336,0.4014
1985-08-26,1985,8,26,0.0382,-0.8379,3,47.6,0.8387,0.7035
1985-08-27,1985,8,27,0.0866,-0.8877,3,50.6,0.8919,0.7954
1985-08-28,1985,8,28,0.0848,-0.8178,3,50.9,0.8221,0.6759
1985-08-29,1985,8,29,0.083,-0.8528,3,50.6,0.8569,0.7342
1985-08-30,1985,8,30,0.1332,-0.45,3,61.5,0.4693,0.2202
1985-08-31,1985,8,31,0.3403,-0.517,3,78.3,0.619,0.3831
1985-09-01,1985,9,1,0.2725,-0.2292,4,94.9,0.3561,0.1268
1985-09-02,1985,9,2,0.0307,-0.0512,3,76.0,0.0597,0.0036
1985-09-03,1985,9,3,-0.1965,0.0288,8,306.7,0.1986,0.0394
1985-09-04,1985,9,4,-0.1772,-0.0239,1,322.7,0.1789,0.032
1985-09-05,1985,9,5,-0.1324,-0.0762,1,344.9,0.1528,0.0234
1985-09-06,1985,9,6,-0.291,-0.0401,1,322.8,0.2938,0.0863
1985-09-07,1985,9,7,-0.149,0.0175,8,308.3,0.15,0.0225
1985-09-08,1985,9,8,-0.1124,-0.2191,2,17.8,0.2462,0.0606
1985-09-09,1985,9,9,-0.1201,-0.4599,2,30.4,0.4753,0.2259
1985-09-10,1985,9,10,-0.1565,-0.4585,2,26.2,0.4844,0.2347
1985-09-11,1985,9,11,-0.0496,-0.4489,2,38.7,0.4516,0.2039
1985-09-12,1985,9,12,0.2296,-0.3186,3,80.8,0.3927,0.1543
1985-09-13,1985,9,13,0.2824,-0.2828,3,90.0,0.3996,0.1597
1985-09-14,1985,9,14,-0.0084,-0.2447,2,43.0,0.2448,0.0599
